1054	faculty	1450	2	6	4
264	staff	682	0	17	50
1006	staff	1624	3	14	36
324	student	1709	2	20	50
1272	staff	1251	2	23	9
156	faculty	809	2	14	35
1088	faculty	1063	0	23	39
594	student	992	1	9	25
608	student	699	2	7	17
399	staff	1627	2	6	24
373	faculty	1058	0	1	23
891	staff	1631	3	13	52
172	staff	1331	3	17	25
622	student	640	3	13	22
1013	student	1045	3	9	38
1280	faculty	1638	2	6	7
446	student	174	2	19	54
805	student	255	2	4	1
931	student	253	2	18	6
788	student	835	0	14	29
739	student	165	1	1	30
825	student	767	2	0	12
494	student	764	1	0	6
1185	faculty	412	3	21	12
885	staff	309	3	3	56
326	faculty	767	0	7	57
938	student	586	3	4	1
394	student	166	0	19	27
185	student	749	2	4	41
552	faculty	320	2	8	51
990	faculty	1520	3	13	53
264	faculty	1933	1	8	59
296	faculty	498	2	11	59
116	student	2023	2	2	18
1029	staff	429	2	11	3
344	student	273	1	14	7
903	faculty	717	2	3	37
214	student	846	2	10	55
1127	student	1907	2	4	9
106	staff	693	2	11	6
961	staff	618	3	21	47
226	staff	1219	2	7	7
1103	faculty	1129	3	18	3
649	student	1600	0	2	47
57	student	1561	2	11	55
757	faculty	1525	0	15	43
589	student	1480	3	8	51
1384	staff	1805	2	1	0
1155	student	1615	1	13	53
691	staff	780	1	18	31
12	student	368	1	2	27
953	faculty	509	2	19	30
203	faculty	452	3	15	8
1162	staff	224	3	4	18
1243	faculty	1971	3	5	25
181	staff	994	2	21	5
474	student	1492	3	22	29
955	faculty	1582	2	21	10
845	staff	1079	2	17	23
1353	student	500	3	3	11
270	faculty	528	3	16	59
54	staff	552	0	3	34
51	student	1270	3	12	11
581	student	1646	0	2	0
616	faculty	828	3	3	57
84	student	932	2	4	30
823	student	1871	2	16	17
918	staff	1728	3	13	5
590	staff	1649	1	11	30
429	faculty	619	0	6	32
265	staff	325	0	17	10
11	staff	1101	0	3	3
41	student	1067	1	22	54
394	student	233	1	10	42
1308	student	1181	3	10	37
1041	staff	1596	3	21	39
46	faculty	681	1	17	40
410	student	1313	2	10	21
176	staff	817	3	15	39
1305	faculty	168	0	2	1
919	faculty	1570	0	3	42
399	faculty	1128	3	17	14
1368	faculty	626	1	18	38
671	student	1506	3	5	51
1361	faculty	1788	1	23	25
727	faculty	1064	3	1	8
674	student	223	1	17	3
891	staff	1724	0	11	58
990	staff	1909	3	13	31
670	staff	1628	1	20	59
524	student	1761	2	13	54
986	student	846	1	0	46
154	staff	253	0	0	47
249	student	1960	3	14	10
1228	faculty	1634	3	10	55
507	faculty	1619	2	17	9
248	faculty	1848	0	23	26
1290	faculty	96	0	0	30
677	student	671	2	11	49
1188	faculty	1115	2	2	26
556	staff	158	2	13	22
1225	faculty	1902	0	21	28
1047	student	508	3	13	25
461	staff	808	1	7	0
328	staff	1164	3	19	16
935	faculty	767	2	22	30
757	student	110	3	9	2
426	faculty	1603	0	5	18
106	faculty	1747	0	3	27
1147	staff	261	3	23	58
1230	staff	1424	3	13	52
676	faculty	102	1	8	18
298	staff	1638	3	21	5
535	student	1108	2	9	36
879	staff	1168	1	10	43
278	staff	754	1	4	41
863	student	478	3	12	16
1138	student	2023	0	16	19
822	staff	673	0	21	59
458	faculty	921	0	15	15
1073	faculty	871	3	23	56
958	student	730	0	5	1
630	faculty	1257	2	0	4
1075	faculty	915	2	2	22
430	staff	1939	2	11	25
1	staff	223	1	4	45
168	staff	707	0	8	30
35	faculty	651	1	14	50
943	faculty	116	2	21	4
198	faculty	284	1	12	27
1294	faculty	396	2	14	0
1020	staff	320	0	19	36
609	student	1508	2	11	39
75	student	857	2	20	1
1399	faculty	1032	1	8	26
57	staff	1863	0	9	53
1087	staff	415	2	2	40
1162	student	373	2	11	53
464	faculty	1964	3	8	1
1213	faculty	1989	3	18	50
925	staff	37	0	7	1
490	faculty	1471	2	21	52
856	student	1123	0	10	36
944	staff	296	3	11	48
533	student	1499	3	17	7
1293	student	1983	0	10	19
1273	faculty	524	1	0	43
263	faculty	637	2	16	11
1372	staff	1977	2	3	49
490	faculty	1917	0	16	30
540	staff	552	3	0	33
906	faculty	1289	2	7	9
43	student	75	0	20	12
355	faculty	1863	0	15	11
1139	student	1806	2	2	0
454	faculty	499	0	2	42
1008	faculty	290	3	17	10
518	student	1406	2	18	17
1335	faculty	201	0	12	14
667	staff	694	3	16	32
101	student	1506	3	23	57
990	faculty	1415	0	10	24
162	student	534	2	8	28
958	staff	1153	0	18	26
1238	faculty	1348	3	20	11
1033	student	491	3	21	30
499	staff	1321	0	19	57
918	student	1625	1	8	27
29	faculty	1939	1	5	43
1370	student	1913	3	9	22
1031	student	711	3	6	6
888	faculty	1507	1	4	58
1072	faculty	145	0	23	17
6	staff	1201	0	12	30
1076	staff	1820	1	6	26
605	faculty	1661	0	12	30
519	student	289	3	17	39
480	student	330	0	5	58
1231	staff	836	1	22	32
961	student	84	1	2	29
672	student	589	1	21	8
967	student	715	2	9	41
461	student	1012	2	10	38
780	faculty	1917	2	21	3
741	faculty	1296	1	21	17
918	faculty	83	3	18	13
1044	student	496	3	20	54
338	staff	542	1	23	55
818	staff	1322	1	2	13
97	staff	419	0	1	46
945	student	212	1	0	33
693	faculty	244	3	23	54
306	faculty	1041	1	21	44
1004	student	1792	1	18	29
1049	student	654	3	10	35
1128	staff	270	2	7	37
18	student	172	0	8	18
477	faculty	965	2	23	55
738	staff	1952	3	21	31
812	student	910	1	5	21
1186	staff	473	0	19	11
871	student	1405	3	8	54
1241	student	864	0	3	25
197	faculty	1292	0	11	47
665	faculty	278	0	10	50
583	staff	1323	3	4	24
132	student	1034	2	2	26
539	faculty	1653	3	9	20
96	faculty	1689	3	4	29
1089	student	643	3	17	6
680	faculty	1867	2	3	12
324	faculty	1478	3	17	48
596	student	538	0	11	13
666	student	1232	2	12	16
1106	faculty	53	1	3	33
1006	staff	1508	1	0	53
1086	staff	998	2	1	25
349	staff	62	0	6	12
583	student	336	3	4	11
128	student	373	0	9	35
1172	faculty	972	3	7	14
513	staff	560	1	2	58
927	staff	1221	3	20	47
520	student	1254	1	3	24
95	student	897	3	21	46
487	staff	570	1	2	39
1179	student	707	3	10	0
412	staff	1173	3	16	35
805	student	398	1	23	38
1326	staff	53	0	18	37
197	staff	1116	2	22	43
723	staff	310	3	6	27
871	student	1903	3	5	34
1097	faculty	480	1	9	6
1126	faculty	854	1	7	23
1395	faculty	97	3	8	59
242	staff	564	0	8	47
422	staff	1323	1	13	3
1144	faculty	669	3	21	28
379	staff	880	0	20	34
1224	staff	66	3	10	46
662	faculty	268	3	6	25
1100	student	1758	3	7	39
392	faculty	1747	2	5	7
22	faculty	897	3	20	17
1202	faculty	972	0	16	8
42	student	1292	0	4	18
1226	student	1614	2	16	19
550	faculty	1725	3	16	51
138	student	393	3	19	50
718	staff	1948	0	12	46
470	faculty	167	1	16	8
428	staff	2023	2	15	9
894	student	1044	0	4	3
296	student	1323	0	6	10
100	faculty	523	2	13	34
915	faculty	99	2	9	33
1239	student	1282	3	4	9
689	staff	261	0	2	11
1169	faculty	1288	1	23	2
39	staff	1753	2	10	49
1357	student	381	3	14	50
698	faculty	621	2	22	13
652	staff	1874	3	13	25
579	staff	1735	2	9	47
225	staff	386	1	11	15
303	student	1498	2	3	51
1290	student	1520	3	18	32
490	staff	1980	0	10	49
673	student	307	1	8	50
686	student	1781	1	23	21
436	faculty	1102	0	20	8
112	faculty	1868	0	3	24
1057	faculty	932	2	12	21
187	staff	1807	0	19	7
1350	staff	1275	0	22	46
520	student	1121	3	9	11
407	staff	1984	1	21	56
22	student	1495	0	20	57
136	student	1707	1	5	26
989	student	1173	1	2	47
1356	student	1283	0	10	49
289	student	38	2	4	19
198	staff	484	0	5	45
1300	student	1643	0	10	23
1352	faculty	1167	1	16	4
1284	faculty	998	2	8	28
1242	student	467	0	3	1
470	staff	1286	0	8	27
1013	faculty	1850	3	7	55
698	staff	804	2	1	33
879	student	1654	2	3	49
1313	staff	654	0	0	22
1256	faculty	492	1	20	40
323	faculty	1427	2	22	37
1318	faculty	961	1	1	16
558	staff	320	2	1	27
1085	faculty	755	0	23	48
1339	staff	458	3	22	37
1307	staff	1083	1	17	26
810	faculty	1884	1	23	46
410	student	529	3	4	21
1048	student	1043	3	16	56
910	faculty	160	2	10	55
687	faculty	696	0	0	17
1217	faculty	1979	3	20	37
1086	faculty	620	1	5	18
469	faculty	1759	0	21	45
137	faculty	746	2	0	7
729	student	234	0	11	24
12	staff	280	0	11	46
742	student	875	2	16	36
1308	faculty	1887	2	15	14
156	student	1020	0	18	16
518	student	1997	3	2	46
263	faculty	269	2	15	6
1315	student	616	3	16	22
1280	student	1842	0	20	37
371	staff	342	0	1	40
1	faculty	1886	1	7	59
209	staff	1482	3	2	59
208	student	577	1	3	13
510	student	672	3	0	41
502	student	159	2	20	29
498	faculty	828	2	17	38
1033	faculty	546	1	3	23
328	faculty	1343	2	20	36
489	faculty	1619	1	19	31
72	student	394	2	12	4
760	staff	1604	1	19	54
1050	faculty	552	1	16	17
1053	faculty	1921	2	14	27
1056	staff	1254	2	23	21
1049	staff	1864	0	1	52
469	student	1206	1	17	1
146	student	1045	2	4	6
557	student	996	1	8	20
1335	staff	1906	3	5	38
92	student	1495	3	7	19
1301	student	46	3	8	24
706	staff	1532	2	11	6
833	staff	76	1	3	12
1102	faculty	1183	0	17	50
606	faculty	1055	2	8	55
1394	faculty	1562	0	8	30
977	faculty	580	2	19	52
551	staff	66	1	16	24
330	staff	80	2	6	16
385	staff	1647	2	10	16
789	staff	1131	2	18	2
622	student	1068	2	9	15
681	faculty	1197	0	1	23
66	student	863	2	0	29
1040	staff	1847	1	9	59
414	faculty	282	1	13	51
319	faculty	1843	3	10	36
618	student	1459	0	6	31
543	student	1552	3	11	17
759	student	1792	2	10	45
1381	faculty	1976	0	9	2
465	faculty	614	2	3	40
1207	student	1332	0	1	51
868	faculty	675	3	18	48
1120	staff	2018	1	8	37
1198	student	682	3	10	22
260	staff	1029	3	16	0
1237	faculty	942	3	1	45
1142	staff	1597	0	4	49
282	faculty	1138	3	3	26
50	student	56	0	7	14
85	faculty	576	1	9	14
550	student	1368	3	9	44
1106	staff	247	3	9	3
934	student	709	0	19	13
555	student	282	0	23	8
1071	staff	102	0	13	55
1287	faculty	1510	3	20	54
539	faculty	1020	2	13	27
1043	student	100	3	13	39
782	staff	863	0	3	2
503	student	751	2	7	25
407	staff	716	2	9	4
484	faculty	1270	1	0	43
738	student	1198	2	15	26
659	student	1686	2	1	22
277	student	732	0	23	30
1113	student	1505	3	18	55
1289	student	131	3	6	52
649	faculty	275	3	14	23
59	staff	901	0	12	32
642	faculty	118	3	8	36
99	student	1313	1	5	46
170	staff	947	3	20	30
643	student	419	1	0	13
978	student	411	1	18	45
1380	staff	1743	3	7	43
787	faculty	678	1	16	41
861	faculty	666	0	23	16
193	staff	1308	2	8	46
12	staff	1577	1	18	45
1103	faculty	1569	0	1	30
921	faculty	1389	0	2	51
161	student	1621	3	1	55
937	faculty	1805	2	0	56
673	student	1116	3	11	22
1096	staff	486	2	13	58
27	faculty	1115	1	20	0
1361	student	1184	0	0	38
307	student	660	1	19	19
1314	staff	547	1	9	51
570	staff	338	1	2	33
1282	faculty	1177	1	4	28
1316	faculty	1096	1	23	11
1342	staff	661	0	18	46
789	staff	198	3	7	10
845	student	308	2	3	53
524	faculty	1357	1	13	13
135	faculty	1617	1	23	33
927	student	1525	1	6	10
60	faculty	526	1	7	52
1080	student	156	1	1	45
572	student	1137	3	15	19
1120	faculty	1745	0	4	53
1258	staff	989	1	14	9
266	student	49	3	17	35
1029	student	498	1	0	11
579	faculty	1425	3	2	56
1025	faculty	615	2	19	37
96	staff	1068	3	18	15
523	student	261	3	0	0
191	student	1438	1	14	58
19	student	1591	0	12	16
514	staff	1122	2	19	40
359	staff	2017	2	15	4
665	faculty	776	2	9	35
564	student	1822	3	11	0
519	student	1978	0	7	51
967	staff	1838	2	17	19
719	faculty	65	2	16	27
1157	staff	1390	3	8	38
1295	faculty	1554	0	22	10
590	staff	1449	1	6	4
924	faculty	639	3	13	26
817	student	1199	3	19	14
616	staff	1466	1	10	56
1059	staff	1876	1	11	8
817	faculty	412	2	5	15
1257	student	92	0	20	9
843	faculty	902	1	20	26
183	staff	805	0	17	32
560	staff	1447	0	2	3
1225	faculty	452	1	13	33
318	faculty	1903	0	23	14
386	staff	1652	0	11	46
121	staff	2018	1	0	17
394	staff	284	2	12	17
17	student	1120	0	1	33
580	student	352	2	2	9
1255	student	1764	2	10	6
1064	student	1002	0	13	23
908	student	363	1	7	39
662	staff	1689	1	19	36
873	staff	1622	0	4	16
1212	faculty	1865	1	20	12
1157	student	1779	0	16	44
521	faculty	436	3	13	34
692	staff	568	0	8	57
754	staff	1034	3	20	25
812	staff	754	1	23	30
347	staff	1885	0	13	49
1182	staff	1132	3	20	32
513	staff	191	3	13	50
770	faculty	658	3	12	40
272	faculty	1470	0	20	44
946	student	1240	2	8	40
1016	faculty	256	0	23	33
283	staff	566	1	17	47
1333	staff	1195	0	22	59
833	student	1926	2	2	18
1246	student	199	0	2	49
1250	faculty	497	2	7	21
404	faculty	216	2	3	24
301	faculty	453	3	20	6
31	staff	182	0	17	13
1387	student	1627	3	16	28
1061	staff	1455	3	16	14
453	student	1592	2	3	15
1291	faculty	94	2	16	45
768	faculty	817	1	13	2
689	faculty	845	3	21	28
1070	student	1860	1	8	1
120	faculty	1656	0	19	54
694	student	387	3	0	49
351	faculty	435	1	6	49
895	staff	1300	3	1	33
1254	faculty	1007	0	1	33
792	faculty	1606	2	8	34
617	student	1223	1	4	47
322	student	374	3	22	5
440	student	1137	0	2	10
433	staff	50	3	18	32
1117	faculty	1059	0	11	18
384	faculty	1165	1	6	31
1343	staff	1907	2	23	46
1004	staff	1748	3	13	48
1279	faculty	131	1	12	45
1027	student	767	1	2	13
297	faculty	523	0	9	55
910	student	411	1	11	4
724	staff	761	1	2	26
1251	student	70	1	7	28
1068	staff	1430	2	6	18
1264	faculty	396	2	5	23
630	staff	1386	2	15	16
284	faculty	1649	2	6	55
1070	faculty	371	1	1	34
159	student	1824	3	21	57
901	staff	705	0	14	58
1181	faculty	1043	0	21	27
886	staff	1700	0	17	30
950	faculty	1107	3	11	33
138	staff	761	1	1	31
777	staff	1761	0	14	27
601	faculty	946	2	7	57
1241	staff	1653	1	3	29
740	staff	1605	3	11	45
727	student	454	3	21	35
1025	faculty	775	2	11	37
393	student	1354	1	20	15
269	staff	873	2	12	25
315	faculty	1488	2	12	8
112	faculty	1747	0	22	19
381	faculty	1020	0	8	4
276	staff	1712	3	18	28
245	student	466	2	0	28
639	faculty	1242	3	6	39
1053	staff	1286	2	17	46
1051	faculty	1175	1	20	54
575	staff	1459	0	19	36
859	student	1331	1	15	35
175	student	169	2	8	20
176	staff	1406	0	8	24
938	faculty	555	1	3	28
1395	faculty	1736	3	15	10
1085	staff	2009	3	22	7
846	staff	1468	0	12	12
1367	student	987	1	15	55
990	faculty	59	0	23	27
795	student	1678	2	21	12
331	student	1178	0	22	2
344	student	1331	1	7	29
994	student	461	0	7	6
243	student	646	1	13	7
321	student	196	1	14	22
407	staff	1900	3	19	3
564	staff	1622	3	17	32
282	student	751	0	18	28
31	student	1454	3	17	11
995	faculty	1294	3	8	24
989	faculty	243	2	18	2
1354	faculty	1088	3	2	38
1224	student	731	1	14	3
488	student	56	2	17	0
936	staff	561	2	14	0
672	faculty	1039	2	18	2
537	staff	1045	0	18	2
1134	student	1885	0	17	23
1143	faculty	517	3	11	44
390	student	1818	2	16	59
508	faculty	890	3	14	11
1383	staff	1172	0	4	53
550	faculty	853	1	11	10
640	student	1392	3	8	38
786	staff	811	1	22	48
571	staff	246	1	14	18
516	faculty	382	2	13	7
1329	student	359	3	10	49
1187	staff	765	0	18	12
886	student	33	1	16	41
751	faculty	1902	1	18	33
566	faculty	150	2	16	50
1022	staff	1034	2	15	50
70	faculty	265	3	0	10
783	student	425	3	2	23
711	faculty	1402	3	2	14
853	faculty	1935	0	13	41
976	student	1555	3	15	42
184	staff	823	2	23	28
475	staff	659	3	4	45
512	staff	1854	2	8	20
202	student	1339	3	19	40
626	student	1170	0	23	7
450	faculty	790	2	12	39
871	staff	1755	3	9	21
1032	staff	1837	1	5	43
1170	staff	1194	3	4	34
1171	faculty	2027	0	15	27
866	staff	1409	3	20	41
1033	staff	190	3	2	37
1249	staff	434	0	5	21
1134	staff	271	2	3	22
155	student	1484	2	17	24
889	staff	146	0	12	29
738	student	419	3	20	1
1385	staff	2017	0	12	22
129	student	1502	1	6	39
984	staff	853	1	8	34
502	faculty	550	3	8	20
533	student	854	1	9	5
1333	faculty	1197	2	10	28
527	faculty	1509	0	15	29
634	student	940	0	3	10
528	student	423	3	15	21
1166	student	1281	2	9	18
104	faculty	1268	2	16	57
973	student	952	0	19	20
899	staff	1264	1	19	32
63	staff	841	1	5	41
852	staff	1928	3	2	54
885	faculty	530	3	3	43
651	faculty	1969	2	1	52
949	faculty	1525	3	8	49
372	staff	1725	3	13	29
401	staff	164	0	17	52
1042	staff	526	2	9	11
652	staff	1595	2	13	48
1195	student	208	1	16	5
1150	staff	1342	1	23	7
493	student	1825	2	7	29
1177	staff	772	0	7	15
48	student	995	1	17	9
332	staff	83	0	20	38
1357	student	725	2	9	11
79	student	782	1	14	18
55	student	238	0	3	27
104	staff	204	3	19	25
200	staff	1291	1	3	52
133	faculty	697	3	7	59
55	student	1242	2	9	33
778	faculty	1042	3	9	46
448	faculty	519	2	12	12
588	staff	1533	3	18	9
428	staff	982	0	6	3
198	faculty	1062	2	17	16
225	student	225	3	8	23
203	student	1312	1	13	59
36	staff	1684	0	23	30
733	faculty	1323	3	9	30
1205	staff	1735	3	22	48
629	faculty	1698	1	14	44
1052	staff	1067	3	21	41
875	faculty	1880	2	4	7
1234	faculty	1191	2	18	50
264	student	1876	2	18	11
1146	staff	276	0	6	33
361	faculty	1449	3	8	13
736	staff	1048	1	10	16
1326	staff	1674	0	10	55
906	faculty	1231	1	10	20
794	staff	621	2	7	37
1301	student	352	1	18	2
1269	staff	1182	0	3	18
363	faculty	302	0	8	3
720	staff	1400	3	9	4
115	faculty	109	3	10	46
520	faculty	223	1	4	48
1089	faculty	455	0	1	11
15	student	2000	1	6	57
1199	staff	1918	3	13	25
342	student	1692	3	17	35
19	faculty	1124	2	18	41
46	student	273	1	14	35
138	student	1529	0	2	44
32	faculty	459	2	12	18
876	student	1940	1	4	48
1123	faculty	1307	2	20	18
978	student	1205	0	5	19
222	faculty	1670	2	17	48
748	student	937	3	14	17
478	faculty	433	0	4	43
175	faculty	399	2	13	39
49	staff	603	2	16	4
